Location,Period,Sexes,Alcohol,Tobacco,Suicide
India,2005,Female,0.79,26.8,17.1
India,2000,Both sexes,2.28,48.9,17.4
India,2000,Male,3.69,62.1,18.6
India,2000,Female,0.77,35.6,16
Indonesia,2018,Both sexes,0.57,37.9,NA
Indonesia,2018,Male,0.98,70.5,NA
Indonesia,2018,Female,0.17,5.3,NA
Indonesia,2015,Both sexes,0.6,38.2,3.4
Indonesia,2015,Male,1.03,70,4.8
Indonesia,2015,Female,0.18,6.4,2
Indonesia,2010,Both sexes,0.59,38.8,3.6
Indonesia,2010,Male,1.01,68.7,5.1
Indonesia,2010,Female,0.17,8.9,2.2
Indonesia,2005,Both sexes,0.48,40,3.8
Indonesia,2005,Male,0.83,67.7,5.3
Indonesia,2005,Female,0.14,12.3,2.3
Indonesia,2000,Both sexes,0.5,41.8,3.9
Indonesia,2000,Male,0.85,66.7,5.3
Indonesia,2000,Female,0.15,17,2.5
Iran (Islamic Republic of),2018,Both sexes,1.03,14,NA
Iran (Islamic Republic of),2018,Male,1.79,24.6,NA
Iran (Islamic Republic of),2018,Female,0.26,3.5,NA
Iran (Islamic Republic of),2015,Both sexes,1.01,15.1,4
Iran (Islamic Republic of),2015,Male,1.76,26.2,5
Iran (Islamic Republic of),2015,Female,0.26,3.9,3
Iran (Islamic Republic of),2010,Both sexes,1.01,16.8,6.6
Iran (Islamic Republic of),2010,Male,1.74,28.9,8.7
Iran (Islamic Republic of),2010,Female,0.26,4.8,4.4
Iran (Islamic Republic of),2005,Both sexes,0.58,19,10.7
Iran (Islamic Republic of),2005,Male,0.99,32.2,13.1
Iran (Islamic Republic of),2005,Female,0.15,5.8,8.2
Iran (Islamic Republic of),2000,Both sexes,0.21,21.4,10.7
Iran (Islamic Republic of),2000,Male,0.35,35.7,12
Iran (Islamic Republic of),2000,Female,0.054,7.2,9.3
Iraq,2018,Both sexes,0.39,22.2,NA
Iraq,2018,Male,0.67,40.8,NA
Iraq,2018,Female,0.11,3.6,NA
Iraq,2015,Both sexes,0.37,22.9,3.1
Iraq,2015,Male,0.63,41.6,3.5
Iraq,2015,Female,0.1,4.1,2.6
Iraq,2010,Both sexes,0.49,24.2,2.8
Iraq,2010,Male,0.84,43.1,3.3
Iraq,2010,Female,0.14,5.2,2.2
Iraq,2005,Both sexes,0.44,25.9,2.5
Iraq,2005,Male,0.76,45,3.1
Iraq,2005,Female,0.12,6.7,1.9
Iraq,2000,Both sexes,0.45,28,2.7
Iraq,2000,Male,0.78,47.4,3.4
Iraq,2000,Female,0.13,8.6,1.9
Ireland,2018,Both sexes,12.88,23.6,NA
Ireland,2018,Male,19.62,26.1,NA
Ireland,2018,Female,6.38,21.2,NA
Ireland,2015,Both sexes,12.47,25.3,11.5
Ireland,2015,Male,19.03,27.3,18.5
Ireland,2015,Female,6.13,23.2,4.5
Ireland,2010,Both sexes,12.07,28.2,12
Ireland,2010,Male,18.34,29.4,18.5
Ireland,2010,Female,5.95,26.9,5.6
Ireland,2005,Both sexes,14.2,31.7,11.9
Ireland,2005,Male,21.32,31.9,18.8
Ireland,2005,Female,7.19,31.4,4.9
Ireland,2000,Both sexes,15.13,35.5,12.4
Ireland,2000,Male,22.73,34.4,20.2
Ireland,2000,Female,7.71,36.6,4.8
Israel,2018,Both sexes,4.21,25.5,NA
Israel,2018,Male,6.58,35.2,NA
Israel,2018,Female,1.93,15.8,NA
Israel,2015,Both sexes,3.86,26.2,5
Israel,2015,Male,6.05,35.7,7.6
Israel,2015,Female,1.76,16.7,2.4
Israel,2010,Both sexes,3.12,27.8,7.3
Israel,2010,Male,4.92,36.8,12
Israel,2010,Female,1.42,18.7,2.7
Israel,2005,Both sexes,2.7,29.5,7.6
Israel,2005,Male,4.27,38,11
Israel,2005,Female,1.22,20.9,4.2
Israel,2000,Both sexes,3.08,31.3,7.5
Israel,2000,Male,4.87,39.3,11.8
Israel,2000,Female,1.39,23.3,3.3
Italy,2018,Both sexes,7.84,23.4,NA
Italy,2018,Male,12.46,27.1,NA
Italy,2018,Female,3.52,19.6,NA
Italy,2015,Both sexes,7.59,23.8,8
Italy,2015,Male,12.08,27.9,11.8
Italy,2015,Female,3.41,19.7,4.5
Italy,2010,Both sexes,7.34,24.7,7.5
Italy,2010,Male,11.66,29.6,11.4
Italy,2010,Female,3.33,19.8,3.8
Italy,2005,Both sexes,9.41,25.5,7
Italy,2005,Male,14.85,31,10.3
Italy,2005,Female,4.35,19.9,3.9
Italy,2000,Both sexes,10.37,26.4,7.8
Italy,2000,Male,16.32,32.9,11.7
Italy,2000,Female,4.87,19.9,4.1
Jamaica,2018,Both sexes,4.22,11,NA
Jamaica,2018,Male,6.79,17.7,NA
Jamaica,2018,Female,1.7,4.2,NA
Jamaica,2015,Both sexes,4.19,12,2.1
Jamaica,2015,Male,6.75,19.2,3.3
Jamaica,2015,Female,1.7,4.8,1
Jamaica,2010,Both sexes,4.38,14,2
Jamaica,2010,Male,7.07,22.1,3.1
Jamaica,2010,Female,1.79,5.9,0.9
Jamaica,2005,Both sexes,4.43,16.4,1.9
Jamaica,2005,Male,7.17,25.6,3
Jamaica,2005,Female,1.83,7.3,0.8
Jamaica,2000,Both sexes,4.91,19.3,2.3
Jamaica,2000,Male,7.93,29.6,3.8
Jamaica,2000,Female,2.01,9.1,0.8
Japan,2018,Both sexes,7.96,21.9,NA
Japan,2018,Male,12.29,33.2,NA
Japan,2018,Female,3.89,10.5,NA
Japan,2015,Both sexes,7.87,23.4,19.4
Japan,2015,Male,12.16,35.7,27.4
Japan,2015,Female,3.84,11.1,11.8
Japan,2010,Both sexes,7.2,26.4,24.4
Japan,2010,Male,11.12,40.6,35.1
Japan,2010,Female,3.5,12.2,14.1
Japan,2005,Both sexes,7.99,29.6,24.9
Japan,2005,Male,12.29,46,36.8
Japan,2005,Female,3.92,13.3,13.6
Japan,2000,Both sexes,8.23,33.3,24.7
Japan,2000,Male,12.64,52.1,35.8
Japan,2000,Female,4.04,14.5,13.9
Jordan,2018,Both sexes,0.69,NA,NA
Jordan,2018,Male,1.19,NA,NA
Jordan,2018,Female,0.19,NA,NA
Jordan,2015,Both sexes,0.69,NA,2.9
Jordan,2015,Male,1.18,NA,3.6
Jordan,2015,Female,0.19,NA,2.2
Jordan,2010,Both sexes,0.64,NA,2.8
Jordan,2010,Male,1.09,NA,3.5
Jordan,2010,Female,0.17,NA,2.1
Jordan,2005,Both sexes,0.66,NA,3.1
Jordan,2005,Male,1.12,NA,3.8
Jordan,2005,Female,0.18,NA,2.3
Jordan,2000,Both sexes,0.62,NA,3.4
Jordan,2000,Male,1.04,NA,4.2
Jordan,2000,Female,0.17,NA,2.6
Kazakhstan,2018,Both sexes,4.76,24.4,NA
Kazakhstan,2018,Male,7.92,42.2,NA
Kazakhstan,2018,Female,1.93,6.6,NA
Kazakhstan,2015,Both sexes,4.66,25.7,24.9
Kazakhstan,2015,Male,7.73,44.2,42.5
Kazakhstan,2015,Female,1.9,7.1,8.4
Kazakhstan,2010,Both sexes,4.97,27.9,32.7
Kazakhstan,2010,Male,8.22,47.8,55.7
Kazakhstan,2010,Female,2.04,8.1,11.2
Kazakhstan,2005,Both sexes,9.33,30.6,39.4
Kazakhstan,2005,Male,15.49,52,68.4
Kazakhstan,2005,Female,3.83,9.2,12.4
Kazakhstan,2000,Both sexes,8.18,33.2,34
Kazakhstan,2000,Male,13.72,55.9,59.5
Kazakhstan,2000,Female,3.26,10.5,10.4
Kenya,2018,Both sexes,2.78,11.8,NA
Kenya,2018,Male,4.55,20.8,NA
Kenya,2018,Female,1.07,2.8,NA
Kenya,2015,Both sexes,2.77,12.7,3.1
Kenya,2015,Male,4.53,22.3,5
Kenya,2015,Female,1.07,3.1,1.2
Kenya,2010,Both sexes,3.29,14.4,3.1
Kenya,2010,Male,5.37,25.1,5
Kenya,2010,Female,1.27,3.6,1.2
Kenya,2005,Both sexes,3.01,16.4,3.9
Kenya,2005,Male,4.91,28.4,6.2
Kenya,2005,Female,1.18,4.3,1.6
Kenya,2000,Both sexes,3.83,18.7,4.4
Kenya,2000,Male,6.23,32.2,7
Kenya,2000,Female,1.5,5.2,1.9
Kiribati,2018,Both sexes,0.46,52,NA
Kiribati,2018,Male,0.77,68.6,NA
Kiribati,2018,Female,0.16,35.5,NA
Kiribati,2015,Both sexes,0.52,54.2,14.5
Kiribati,2015,Male,0.89,70.4,24.2
Kiribati,2015,Female,0.18,37.9,5
Kiribati,2010,Both sexes,1.65,58.1,14.5
Kiribati,2010,Male,2.81,73.7,24
Kiribati,2010,Female,0.58,42.5,5.4
Kiribati,2005,Both sexes,2.16,62.9,13.9
Kiribati,2005,Male,3.68,77.8,22.4
Kiribati,2005,Female,0.75,48,5.7
Kiribati,2000,Both sexes,1.96,67.9,13.7
Kiribati,2000,Male,3.36,81.7,21.9
Kiribati,2000,Female,0.68,54.1,5.8
Kuwait,2018,Both sexes,0.003,22.1,NA
Kuwait,2018,Male,0.004,40.9,NA
Kuwait,2018,Female,6e-4,3.4,NA
Kuwait,2015,Both sexes,0.003,22.6,2.3
Kuwait,2015,Male,0.005,41.5,2.8
Kuwait,2015,Female,6e-4,3.8,1.8
Kuwait,2010,Both sexes,0.032,23.6,1.9
Kuwait,2010,Male,0.048,42.6,2.2
Kuwait,2010,Female,0.007,4.5,1.5
Kuwait,2005,Both sexes,0.019,25,2.3
Kuwait,2005,Male,0.028,44.4,2.9
Kuwait,2005,Female,0.004,5.5,1.5
Kuwait,2000,Both sexes,0.038,26.3,2
Kuwait,2000,Male,0.057,45.9,2.1
Kuwait,2000,Female,0.008,6.8,1.8
Kyrgyzstan,2018,Both sexes,6.26,27.9,NA
Kyrgyzstan,2018,Male,10.79,52.5,NA
Kyrgyzstan,2018,Female,1.95,3.4,NA
Kyrgyzstan,2015,Both sexes,7.59,28.4,8.1
Kyrgyzstan,2015,Male,13.02,53.2,12.9
Kyrgyzstan,2015,Female,2.39,3.6,3.3
Kyrgyzstan,2010,Both sexes,10.08,29.4,11.3
Kyrgyzstan,2010,Male,17.19,54.9,18.5
Kyrgyzstan,2010,Female,3.31,4,4.3
Kyrgyzstan,2005,Both sexes,11.19,30.4,10.9
Kyrgyzstan,2005,Male,18.84,56.2,18.1
Kyrgyzstan,2005,Female,3.84,4.5,3.9
Kyrgyzstan,2000,Both sexes,9.45,31.7,12.6
Kyrgyzstan,2000,Male,15.94,58.4,20.7
Kyrgyzstan,2000,Female,3.29,5.1,4.7
Lao People's Democratic Republic,2018,Both sexes,10.72,37.8,NA
Lao People's Democratic Republic,2018,Male,17.05,60.1,NA
Lao People's Democratic Republic,2018,Female,4.55,15.5,NA
Lao People's Democratic Republic,2015,Both sexes,10.05,40.9,8.5
Lao People's Democratic Republic,2015,Male,16.02,63.8,11.3
Lao People's Democratic Republic,2015,Female,4.25,18,5.7
Lao People's Democratic Republic,2010,Both sexes,7.1,47,8.9
Lao People's Democratic Republic,2010,Male,11.39,71,11.7
Lao People's Democratic Republic,2010,Female,2.96,23.1,6.1
Lao People's Democratic Republic,2005,Both sexes,4.37,54,9.4
Lao People's Democratic Republic,2005,Male,7.05,78.3,12.3
Lao People's Democratic Republic,2005,Female,1.81,29.6,6.6
Lao People's Democratic Republic,2000,Both sexes,4.66,61.1,10.1
Lao People's Democratic Republic,2000,Male,7.52,84,13.3
Lao People's Democratic Republic,2000,Female,1.91,38.3,7
Latvia,2018,Both sexes,12.77,36.7,NA
Latvia,2018,Male,20.92,49.5,NA
Latvia,2018,Female,6.11,24,NA
Latvia,2015,Both sexes,12.64,37.3,21.6
Latvia,2015,Male,20.73,50.5,37.4
Latvia,2015,Female,6.02,24.1,8.2
Latvia,2010,Both sexes,11.63,38.4,22.7
Latvia,2010,Male,19.18,52.6,42.3
Latvia,2010,Female,5.47,24.2,6
Latvia,2005,Both sexes,11.96,39.4,26.7
Latvia,2005,Male,19.66,54.4,46.2
Latvia,2005,Female,5.68,24.4,10.2
Latvia,2000,Both sexes,8.76,40.5,34.7
Latvia,2000,Male,14.68,56.4,60.4
Latvia,2000,Female,3.95,24.7,12.9
Lebanon,2018,Both sexes,1.71,42.6,NA
Lebanon,2018,Male,2.86,49.4,NA
Lebanon,2018,Female,0.55,35.9,NA
Lebanon,2015,Both sexes,1.65,42.6,3.3
Lebanon,2015,Male,2.75,49.3,4.2
Lebanon,2015,Female,0.52,35.9,2.4
Lebanon,2010,Both sexes,1.94,42.9,3.2
Lebanon,2010,Male,3.21,49.3,3.9
Lebanon,2010,Female,0.6,36.5,2.5
Lebanon,2005,Both sexes,2.31,43.5,3.1
Lebanon,2005,Male,3.84,49.7,3.9
Lebanon,2005,Female,0.69,37.2,2.3
Lebanon,2000,Both sexes,2.96,44.1,3
Lebanon,2000,Male,5.04,50,4
Lebanon,2000,Female,0.94,38.3,2.1
Lesotho,2018,Both sexes,4.59,29.7,NA
Lesotho,2018,Male,7.89,54.7,NA
Lesotho,2018,Female,1.59,4.6,NA
Lesotho,2015,Both sexes,4.8,28,21
Lesotho,2015,Male,8.26,50.8,17.6
Lesotho,2015,Female,1.67,5.3,24.1
Lesotho,2010,Both sexes,6.5,26,20.1
Lesotho,2010,Male,11.2,45.3,16.8
Lesotho,2010,Female,2.28,6.6,23.2
Lesotho,2005,Both sexes,5.37,24.5,18.6
Lesotho,2005,Male,9.28,40.5,15.4
Lesotho,2005,Female,1.9,8.4,21.5
Lesotho,2000,Both sexes,7.31,23.5,18
Lesotho,2000,Male,12.7,36.2,14.6
Lesotho,2000,Female,2.61,10.8,21.2
Liberia,2018,Both sexes,6.12,8.4,NA
Liberia,2018,Male,9.74,15.1,NA
Liberia,2018,Female,2.51,1.8,NA
Liberia,2015,Both sexes,5.7,9.1,6.5
Liberia,2015,Male,9.08,16,6.7
Liberia,2015,Female,2.33,2.2,6.3
Liberia,2010,Both sexes,5.37,10.4,6.5
Liberia,2010,Male,8.57,17.7,6.8
Liberia,2010,Female,2.2,3.1,6.1
Liberia,2005,Both sexes,6.05,12,6.8
Liberia,2005,Male,9.67,19.8,7.1
Liberia,2005,Female,2.48,4.3,6.6
Liberia,2000,Both sexes,6.38,14.2,5.7
Liberia,2000,Male,10.21,22.2,6.6
Liberia,2000,Female,2.63,6.2,4.7
Libya,2018,Both sexes,0.019,NA,NA
Libya,2018,Male,0.034,NA,NA
Libya,2018,Female,0.005,NA,NA
Libya,2015,Both sexes,0.029,NA,4.2
Libya,2015,Male,0.05,NA,6.3
Libya,2015,Female,0.007,NA,2
Libya,2010,Both sexes,0.098,NA,5.4
Libya,2010,Male,0.17,NA,8.3
Libya,2010,Female,0.025,NA,2.4
Libya,2005,Both sexes,0.083,NA,5.6
Libya,2005,Male,0.14,NA,8.3
Libya,2005,Female,0.021,NA,2.7
Libya,2000,Both sexes,0.064,NA,5.3
Libya,2000,Male,0.11,NA,7.7
Libya,2000,Female,0.016,NA,2.7
Lithuania,2018,Both sexes,13.22,27.1,NA
Lithuania,2018,Male,21.29,35.3,NA
Lithuania,2018,Female,6.56,19,NA
Lithuania,2015,Both sexes,15.38,28.5,34.9
Lithuania,2015,Male,24.71,37.7,61.7
Lithuania,2015,Female,7.69,19.2,11.9
Lithuania,2010,Both sexes,15.25,30.8,37.3
Lithuania,2010,Male,24.59,41.7,66.1
Lithuania,2010,Female,7.56,19.9,12.8
Lithuania,2005,Both sexes,16.1,33.4,43.9
Lithuania,2005,Male,25.84,46.1,77.6
Lithuania,2005,Female,7.98,20.6,14.7
Lithuania,2000,Both sexes,13.36,36.3,50.7
Lithuania,2000,Male,21.67,51.2,87.2
Lithuania,2000,Female,6.38,21.4,18.7
Luxembourg,2018,Both sexes,12.94,21.7,NA
Luxembourg,2018,Male,19.51,23.6,NA
Luxembourg,2018,Female,6.36,19.8,NA
Luxembourg,2015,Both sexes,13.18,22.9,14.7
Luxembourg,2015,Male,19.84,25.2,21.4
Luxembourg,2015,Female,6.52,20.5,7.9
Luxembourg,2010,Both sexes,12.98,24.9,12.9
Luxembourg,2010,Male,19.71,27.9,18.2
Luxembourg,2010,Female,6.44,21.9,7.7
Luxembourg,2005,Both sexes,13.58,27.1,14.3
Luxembourg,2005,Male,20.7,30.9,21.7
Luxembourg,2005,Female,6.76,23.2,7.1
Luxembourg,2000,Both sexes,14.32,29.5,16.8
Luxembourg,2000,Male,21.75,34.1,23.4
Luxembourg,2000,Female,7.24,24.9,10.3
Madagascar,2018,Both sexes,1.97,28.9,NA
Madagascar,2018,Male,3.2,46.9,NA
Madagascar,2018,Female,0.76,11,NA
Madagascar,2015,Both sexes,1.88,30.7,4
Madagascar,2015,Male,3.06,48.4,5.7
Madagascar,2015,Female,0.73,13,2.2
Madagascar,2010,Both sexes,1.87,34,4.3
Madagascar,2010,Male,3.04,50.6,6.2
Madagascar,2010,Female,0.73,17.4,2.5
Madagascar,2005,Both sexes,1.53,38.5,4.5
Madagascar,2005,Male,2.48,53.7,6.4
Madagascar,2005,Female,0.6,23.3,2.7
Madagascar,2000,Both sexes,2.11,44,4.7
Madagascar,2000,Male,3.43,56.4,6.5
Madagascar,2000,Female,0.82,31.6,2.8
Malawi,2018,Both sexes,3.63,12.8,NA
Malawi,2018,Male,6,20.4,NA
Malawi,2018,Female,1.38,5.2,NA
Malawi,2015,Both sexes,3.62,14.3,3.6
Malawi,2015,Male,5.97,22.5,5.7
Malawi,2015,Female,1.38,6.1,1.6
Malawi,2010,Both sexes,3.21,17.4,3.8
Malawi,2010,Male,5.29,26.8,6.1
Malawi,2010,Female,1.23,8,1.6
Malawi,2005,Both sexes,2.87,21.1,4.5
Malawi,2005,Male,4.73,31.9,7.2
Malawi,2005,Female,1.09,10.3,1.8
Malawi,2000,Both sexes,2.42,25.8,6.2
Malawi,2000,Male,4,38.3,10.2
Malawi,2000,Female,0.92,13.4,2.4
Malaysia,2018,Both sexes,0.85,21.8,NA
Malaysia,2018,Male,1.35,42.7,NA
Malaysia,2018,Female,0.32,1,NA
Malaysia,2015,Both sexes,0.85,22.8,5.4
Malaysia,2015,Male,1.35,44.5,7.6
Malaysia,2015,Female,0.32,1.2,3.1
Malaysia,2010,Both sexes,1.32,24.5,5.1
Malaysia,2010,Male,2.11,47.2,7.3
Malaysia,2010,Female,0.49,1.7,2.8
Malaysia,2005,Both sexes,1.28,26.5,5.4
Malaysia,2005,Male,2.05,50.7,7.7
Malaysia,2005,Female,0.48,2.3,2.9
Malaysia,2000,Both sexes,1.53,28.9,5.3
Malaysia,2000,Male,2.47,54.6,7.5
Malaysia,2000,Female,0.57,3.2,3.1
Maldives,2018,Both sexes,2.22,NA,NA
Maldives,2018,Male,3.45,NA,NA
Maldives,2018,Female,0.5,NA,NA
Maldives,2015,Both sexes,2.07,NA,2.6
Maldives,2015,Male,3.22,NA,3.5
Maldives,2015,Female,0.47,NA,1.5
Maldives,2010,Both sexes,1.65,NA,3.2
Maldives,2010,Male,2.63,NA,4.1
Maldives,2010,Female,0.4,NA,2
Maldives,2005,Both sexes,1.52,NA,3.3
Maldives,2005,Male,2.51,NA,4.3
Maldives,2005,Female,0.4,NA,2.1
Maldives,2000,Both sexes,2.04,NA,4.4
Maldives,2000,Male,3.48,NA,5.4
Maldives,2000,Female,0.56,NA,3.4
Mali,2018,Both sexes,1.28,12,NA
Mali,2018,Male,2.2,22.4,NA
Mali,2018,Female,0.38,1.7,NA
Mali,2015,Both sexes,1.25,12.1,4.8
Mali,2015,Male,2.15,22.4,6.9
Mali,2015,Female,0.37,1.9,2.7
Mali,2010,Both sexes,1.09,12.3,4.8
Mali,2010,Male,1.88,22.4,7
Mali,2010,Female,0.32,2.3,2.7
Mali,2005,Both sexes,1.05,12.6,4.9
Mali,2005,Male,1.82,22.4,7.2
Mali,2005,Female,0.31,2.8,2.7
Mali,2000,Both sexes,1.15,13,5.5
Mali,2000,Male,2,22.5,7.8
Mali,2000,Female,0.35,3.4,3.2
Malta,2018,Both sexes,7.99,25.1,NA
Malta,2018,Male,12.42,27.8,NA
Malta,2018,Female,3.56,22.5,NA
Malta,2015,Both sexes,7.56,26.4,8
Malta,2015,Male,11.77,29.9,12.6
Malta,2015,Female,3.38,23,3.3
Malta,2010,Both sexes,6.58,28.6,8
Malta,2010,Male,10.3,33.4,13.6
Malta,2010,Female,2.93,23.8,2.5
Malta,2005,Both sexes,6.65,31.2,5.6
Malta,2005,Male,10.42,37.6,8.1
Malta,2005,Female,2.95,24.8,3.1
Malta,2000,Both sexes,5.72,33.9,6.5
Malta,2000,Male,8.97,42.1,10
Malta,2000,Female,2.55,25.7,3
Mauritania,2018,Both sexes,0.036,NA,NA
Mauritania,2018,Male,0.062,NA,NA
Mauritania,2018,Female,0.009,NA,NA
Mauritania,2015,Both sexes,0.033,NA,4.3
Mauritania,2015,Male,0.058,NA,6.4
Mauritania,2015,Female,0.009,NA,2.1
Mauritania,2010,Both sexes,0.086,NA,3.9
Mauritania,2010,Male,0.15,NA,5.8
Mauritania,2010,Female,0.023,NA,1.9
Mauritania,2005,Both sexes,0.13,NA,3.5
Mauritania,2005,Male,0.23,NA,5.3
Mauritania,2005,Female,0.035,NA,1.7
Mauritania,2000,Both sexes,0.2,NA,3.4
Mauritania,2000,Male,0.35,NA,5.1
Mauritania,2000,Female,0.053,NA,1.7
Mauritius,2018,Both sexes,4.35,26.9,NA
Mauritius,2018,Male,6.97,48.3,NA
Mauritius,2018,Female,1.81,5.4,NA
Mauritius,2015,Both sexes,3.94,28,8.5
Mauritius,2015,Male,6.31,49.6,12.8
Mauritius,2015,Female,1.64,6.3,4.2
Mauritius,2010,Both sexes,3.81,30.1,8.1
Mauritius,2010,Male,6.11,52.2,12.7
Mauritius,2010,Female,1.58,8,3.6
Mauritius,2005,Both sexes,5,32.7,8.8
Mauritius,2005,Male,8.05,55.1,13.7
Mauritius,2005,Female,2.05,10.3,3.9
Mauritius,2000,Both sexes,5.49,35.9,11.1
Mauritius,2000,Male,8.84,58.5,17.6
Mauritius,2000,Female,2.25,13.2,4.7
Mexico,2018,Both sexes,5,13.9,NA
Mexico,2018,Male,7.95,21.2,NA
Mexico,2018,Female,2.13,6.5,NA
Mexico,2015,Both sexes,4.92,15.2,5.6
Mexico,2015,Male,7.83,23.1,8.8
Mexico,2015,Female,2.1,7.3,2.4
Mexico,2010,Both sexes,5.21,17.7,4.6
Mexico,2010,Male,8.29,26.7,7.4
Mexico,2010,Female,2.22,8.7,1.9
Mexico,2005,Both sexes,6.48,20.6,4.3
Mexico,2005,Male,10.31,30.7,7.1
Mexico,2005,Female,2.78,10.5,1.5
Mexico,2000,Both sexes,6.43,24.1,3.6
Mexico,2000,Male,10.24,35.5,6.1
Mexico,2000,Female,2.77,12.7,1.1
Micronesia (Federated States of),2018,Both sexes,2.48,NA,NA
Micronesia (Federated States of),2018,Male,4.06,NA,NA
Micronesia (Federated States of),2018,Female,0.84,NA,NA
Micronesia (Federated States of),2015,Both sexes,2.44,NA,11.4
Micronesia (Federated States of),2015,Male,4,NA,16.1
Micronesia (Federated States of),2015,Female,0.83,NA,6.5
Micronesia (Federated States of),2010,Both sexes,2.85,NA,11.1
Micronesia (Federated States of),2010,Male,4.67,NA,15.3
Micronesia (Federated States of),2010,Female,0.97,NA,6.7
Micronesia (Federated States of),2005,Both sexes,2.78,NA,11.9
Micronesia (Federated States of),2005,Male,4.57,NA,16.2
Micronesia (Federated States of),2005,Female,0.97,NA,7.6
Micronesia (Federated States of),2000,Both sexes,3.86,NA,10.8
Micronesia (Federated States of),2000,Male,6.4,NA,14
Micronesia (Federated States of),2000,Female,1.34,NA,7.5
Mongolia,2018,Both sexes,8.19,27.6,NA
Mongolia,2018,Male,12.79,49.1,NA
Mongolia,2018,Female,3.77,6.2,NA
Mongolia,2015,Both sexes,10.97,29,13.1
Mongolia,2015,Male,17.11,51.1,22.8
Mongolia,2015,Female,5.05,6.9,3.7
Mongolia,2010,Both sexes,9.65,31.9,16.6
Mongolia,2010,Male,15.05,55.5,28.5
Mongolia,2010,Female,4.4,8.3,4.9
Mongolia,2005,Both sexes,5.28,34.7,17.1
Mongolia,2005,Male,8.21,59.5,28.3
Mongolia,2005,Female,2.41,10,6
Mongolia,2000,Both sexes,3.11,38.5,17.9
Mongolia,2000,Male,4.82,64.9,28.2
Mongolia,2000,Female,1.42,12.2,7.6
Montenegro,2018,Both sexes,11.47,NA,NA
Montenegro,2018,Male,18.3,NA,NA
Montenegro,2018,Female,4.97,NA,NA
Montenegro,2015,Both sexes,10.92,NA,10
Montenegro,2015,Male,17.42,NA,14.9
Montenegro,2015,Female,4.74,NA,5.2
Montenegro,2010,Both sexes,15.07,NA,10.4
Montenegro,2010,Male,23.92,NA,15.2
Montenegro,2010,Female,6.69,NA,5.7
Morocco,2018,Both sexes,0.69,14.7,NA
Morocco,2018,Male,1.22,28.6,NA
Morocco,2018,Female,0.18,0.9,NA
Morocco,2015,Both sexes,0.7,15.9,2.9
Morocco,2015,Male,1.24,30.8,2.3
Morocco,2015,Female,0.19,1,3.6
Morocco,2010,Both sexes,0.9,18,3.7
Morocco,2010,Male,1.59,34.8,2.7
Morocco,2010,Female,0.24,1.3,4.7
Morocco,2005,Both sexes,0.96,20.5,5.3
Morocco,2005,Male,1.69,39.3,4.2
Morocco,2005,Female,0.26,1.7,6.3
Morocco,2000,Both sexes,1.01,23.4,6.9
Morocco,2000,Male,1.79,44.7,5.8
Morocco,2000,Female,0.28,2.2,8.1
Mozambique,2018,Both sexes,2.3,14.4,NA
Mozambique,2018,Male,3.86,23.4,NA
Mozambique,2018,Female,0.88,5.4,NA
Mozambique,2015,Both sexes,2.19,16,4.9
Mozambique,2015,Male,3.67,25.8,7.4
Mozambique,2015,Female,0.84,6.2,2.6
Mozambique,2010,Both sexes,1.63,19.2,5.6
Mozambique,2010,Male,2.75,30.5,8.2
Mozambique,2010,Female,0.63,7.9,3
Mozambique,2005,Both sexes,1.3,23,6.7
Mozambique,2005,Male,2.2,36,9.8
Mozambique,2005,Female,0.51,10,3.8
Mozambique,2000,Both sexes,2.33,27.8,8.8
Mozambique,2000,Male,3.98,42.7,13.2
Mozambique,2000,Female,0.91,12.9,4.8
Myanmar,2018,Both sexes,5.12,45.5,NA
Myanmar,2018,Male,8.43,70.2,NA
Myanmar,2018,Female,2.02,20.8,NA
Myanmar,2015,Both sexes,4.41,47.8,7.6
Myanmar,2015,Male,7.26,72.1,5.8
Myanmar,2015,Female,1.74,23.5,9.3
Myanmar,2010,Both sexes,2.9,52.5,7.3
Myanmar,2010,Male,4.78,76.1,5.6
Myanmar,2010,Female,1.16,29,8.9
Myanmar,2005,Both sexes,1.65,57.7,7.7
Myanmar,2005,Male,2.71,79.7,5.4
Myanmar,2005,Female,0.67,35.7,9.9
Myanmar,2000,Both sexes,0.38,63.3,7.3
Myanmar,2000,Male,0.63,83,4.2
Myanmar,2000,Female,0.16,43.7,10.2
Namibia,2018,Both sexes,5.43,17.9,NA
Namibia,2018,Male,9.1,28.4,NA
Namibia,2018,Female,2.07,7.4,NA
Namibia,2015,Both sexes,5.23,18.6,9
Namibia,2015,Male,8.79,28.2,14.5
Namibia,2015,Female,1.99,9.1,3.8
Namibia,2010,Both sexes,1.99,20.4,10.4
Namibia,2010,Male,3.36,28,16.9
Namibia,2010,Female,0.76,12.8,4.3
Namibia,2005,Both sexes,2.7,23.1,10.4
Namibia,2005,Male,4.57,28.1,16.9
Namibia,2005,Female,0.98,18.1,4.2
Namibia,2000,Both sexes,3.26,27,10.9
Namibia,2000,Male,5.51,28.3,17.8
Namibia,2000,Female,1.17,25.7,4.3
Nauru,2018,Both sexes,3.71,52.1,NA
Nauru,2018,Male,6.16,51.7,NA
Nauru,2018,Female,1.26,52.6,NA
Nauru,2015,Both sexes,3.71,54.7,NA
Nauru,2015,Male,6.16,53.9,NA
